geneid	pval	up_down 	pathway_ids
HCON_00149290	0.209003182	none	ko00230,ko01100,ko04621,map00230,map01100,map04621
HCON_00149350	0.000127499	UP	-
HCON_00149370	0.32208595	none	-
HCON_00149440	0.284690672	none	ko00830,ko01100,ko04013,ko04115,ko04120,ko04310,map00830,map01100,map04013,map04115,map04120,map04310
HCON_00149450	0.263009114	none	-
HCON_00149460	0.086334725	none	ko00512,ko01100,map00512,map01100
HCON_00149510	0.032690468	UP	ko00970,map00970
HCON_00149530	0.00847003	UP	ko00120,ko01100,ko04146,map00120,map01100,map04146
HCON_00149540	0.134937698	none	-
HCON_00149600	0.219348987	none	-
HCON_00149700	0.00530169	UP	ko04022,ko04024,ko04260,ko04261,ko04911,ko04918,ko04919,ko04925,ko04960,ko04961,ko04964,ko04970,ko04971,ko04972,ko04973,ko04974,ko04976,ko04978,map04022,map04024,map04260,map04261,map04911,map04918,map04919,map04925,map04960,map04961,map04964,map04970,map04971,map04972,map04973,map04974,map04976,map04978
HCON_00149720	0.325802227	none	-
HCON_00149750	0.191020442	none	-
HCON_00149760	0.099811955	none	-
HCON_00149780	0.223512095	none	-
HCON_00149800	0.003297862	down	ko04390,ko04391,ko04392,map04390,map04391,map04392
HCON_00149810	0.144409782	none	ko05410,ko05414,map05410,map05414
HCON_00149900	0.020625705	down	ko04260,ko04261,ko04530,ko05416,map04260,map04261,map04530,map05416
HCON_00149940	0.470858612	none	ko03040,map03040
HCON_00149950	0.070641565	none	ko04390,ko04391,ko04530,ko05165,map04390,map04391,map04530,map05165
HCON_00149980	0.088649229	none	-
HCON_00150050	0.179070575	none	-
HCON_00150110	0.496904632	none	ko05202,map05202
HCON_00150170	0.387481582	none	ko01522,ko04330,ko04371,ko04658,ko04668,ko05165,ko05200,ko05224,map01522,map04330,map04371,map04658,map04668,map05165,map05200,map05224
HCON_00150300	0.436208288	none	ko00970,map00970
HCON_00150320	0.053786589	none	ko00510,ko00513,ko00970,ko01100,map00510,map00513,map00970,map01100
HCON_00150340	0.379683654	none	-
HCON_00150360	0.014032406	down	ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130
HCON_00150380	0.142463714	none	-
HCON_00150400	0.022547053	down	ko00600,ko01100,ko04071,ko04138,map00600,map01100,map04071,map04138
HCON_00150420	0.003711074	down	ko00600,ko01100,ko04020,ko04071,ko04072,ko04370,ko04371,ko04666,ko05152,map00600,map01100,map04020,map04071,map04072,map04370,map04371,map04666,map05152
HCON_00150440	0.159822419	none	-
HCON_00150450	0.009033531	UP	ko05231,map05231
HCON_00150470	0.00015798	down	ko00330,ko00340,ko00410,ko01100,map00330,map00340,map00410,map01100
HCON_00150530	0.024748268	down	-
HCON_00150540	0.002437373	none	-
HCON_00150565	0.343103169	none	-
HCON_00150568	0.446913792	none	-
HCON_00150600	0.455171749	none	-
HCON_00150620	0.193273407	none	-
HCON_00150630	0.008684106	down	ko03410,ko04210,ko04212,ko04214,ko04217,map03410,map04210,map04212,map04214,map04217
HCON_00150640	0.280469189	none	ko05132,map05132
HCON_00150670	0.008406724	down	-
HCON_00150730	0.393224578	none	ko04020,ko04022,ko04371,ko04740,ko04974,map04020,map04022,map04371,map04740,map04974
HCON_00150740	0.022537493	UP	ko04141,map04141
HCON_00150830	0.282032232	none	ko04022,ko04270,ko04911,ko04924,ko04970,ko04972,map04022,map04270,map04911,map04924,map04970,map04972
HCON_00150850	0.025251712	down	-
HCON_00150870	0.081510428	none	-
HCON_00150880	0.018846549	UP	-
HCON_00150890	0.15549508	none	ko04080,map04080
HCON_00150910	0.003694949	UP	ko04110,ko04111,ko04113,ko04114,ko04120,ko04914,ko05166,map04110,map04111,map04113,map04114,map04120,map04914,map05166
HCON_00150940	0.046875977	down	ko04024,ko04062,ko04064,ko04210,ko04380,ko04620,ko04621,ko04622,ko04623,ko04624,ko04657,ko04658,ko04659,ko04660,ko04662,ko04668,ko04722,ko04920,ko04926,ko04931,ko05020,ko05120,ko05131,ko05134,ko05140,ko05142,ko05145,ko05160,ko05161,ko05162,ko05164,ko05166,ko05167,ko05168,ko05169,ko05200,ko05203,ko05215,ko05220,ko05222,map04024,map04062,map04064,map04210,map04380,map04620,map04621,map04622,map04623,map04624,map04657,map04658,map04659,map04660,map04662,map04668,map04722,map04920,map04926,map04931,map05020,map05120,map05131,map05134,map05140,map05142,map05145,map05160,map05161,map05162,map05164,map05166,map05167,map05168,map05169,map05200,map05203,map05215,map05220,map05222
HCON_00150945	0.015346488	UP	-
HCON_00150980	0.001273451	none	-
HCON_00151000	0.019044948	UP	-
HCON_00151020	0.008224564	UP	ko04142,ko04210,map04142,map04210
HCON_00151030	0.005609939	down	-
HCON_00151040	0.41700214	none	-
HCON_00151050	0.310995001	none	ko03010,map03010
HCON_00151060	0.024752573	UP	ko03060,ko04146,map03060,map04146
HCON_00151080	0.007242595	UP	-
HCON_00151150	0.030893779	down	-
HCON_00151210	0.168670133	none	-
HCON_00151270	0.06188677	none	-
HCON_00151440	0.151156342	none	-
HCON_00151480	0.0034827	UP	ko04721,map04721
HCON_00151550	0.066683299	none	-
HCON_00151560	0.007668165	down	ko05034,ko05202,ko05322,map05034,map05202,map05322
HCON_00151570	0.142927015	none	ko04977,map04977
HCON_00151580	0.014546168	UP	-
HCON_00151630	0.008610777	UP	-
HCON_00151640	0.00614822	down	ko04977,map04977
HCON_00151650	0.011954376	UP	-
HCON_00151670	0.015703207	UP	ko00510,ko00513,ko00533,ko01100,ko05202,map00510,map00513,map00533,map01100,map05202
HCON_00151700	0.223355772	none	ko00230,map00230
HCON_00151790	0.011556418	down	ko03008,map03008
HCON_00151820	0.248900707	none	-
HCON_00151830	0.125310314	none	-
HCON_00151900	0.000000393	UP	-
HCON_00151970	0.036038982	UP	-
HCON_00152000	0.365041106	none	ko04550,map04550
HCON_00152060	0.001343263	down	ko04390,ko04520,ko04670,ko05100,ko05200,ko05213,ko05226,ko05412,map04390,map04520,map04670,map05100,map05200,map05213,map05226,map05412
HCON_00152070	0.055981381	none	-
HCON_00152210	0.00873557	down	-
HCON_00152240	0.007613595	UP	ko05202,map05202
HCON_00152250	0.000239357	down	-
HCON_00152280	0.015877448	down	ko00072,ko00140,ko00650,ko00830,ko01100,map00072,map00140,map00650,map00830,map01100
HCON_00152290	0.184510154	none	ko04120,map04120
HCON_00152310	0.043662331	UP	-
HCON_00152350	0.044018687	UP	-
HCON_00152360	0.303477816	none	-
HCON_00152365	0.186960331	none	ko03015,ko04530,map03015,map04530
HCON_00152370	0.188209618	none	-
HCON_00152380	0.02320779	down	-
HCON_00152420	0.014619933	UP	-
HCON_00152450	0.007117851	down	ko04212,ko04922,map04212,map04922
HCON_00152460	0.427516017	none	ko04144,ko04217,map04144,map04217
HCON_00152480	0.25220931	none	ko00140,ko00630,ko01100,ko01110,ko01120,ko01130,ko01200,ko04146,ko04913,ko04925,ko04927,ko04934,map00140,map00630,map01100,map01110,map01120,map01130,map01200,map04146,map04913,map04925,map04927,map04934
HCON_00152550	0.395389384	none	ko04142,ko04210,map04142,map04210
HCON_00152570	0.004563953	UP	ko04136,ko04138,ko04140,map04136,map04138,map04140
HCON_00152580	0.297503296	none	ko04970,map04970
HCON_00152610	0.16551945	none	ko04970,map04970
HCON_00152620	0.001823738	UP	ko04970,map04970
HCON_00152655	0.132691894	none	ko04022,ko04071,ko04270,ko04371,ko04530,ko04666,ko04750,ko04925,ko04930,ko04931,ko04933,ko05206,map04022,map04071,map04270,map04371,map04530,map04666,map04750,map04925,map04930,map04931,map04933,map05206
HCON_00152660	0.001664152	UP	ko04022,ko04071,ko04270,ko04371,ko04530,ko04666,ko04750,ko04925,ko04930,ko04931,ko04933,ko05206,map04022,map04071,map04270,map04371,map04530,map04666,map04750,map04925,map04930,map04931,map04933,map05206
HCON_00152700	0.018162689	down	ko04022,ko04071,ko04270,ko04371,ko04530,ko04666,ko04750,ko04925,ko04930,ko04931,ko04933,ko05206,map04022,map04071,map04270,map04371,map04530,map04666,map04750,map04925,map04930,map04931,map04933,map05206
HCON_00152710	0.005978297	UP	-
HCON_00152730	0.01719956	UP	ko04142,map04142
HCON_00152735	0.035080866	UP	-
HCON_00152740	0.013839297	down	-
HCON_00152780	0.050214991	none	-
HCON_00152850	0.002712509	down	-
HCON_00152870	0.489533952	none	ko00240,ko00983,ko01100,map00240,map00983,map01100
HCON_00152880	0.047684224	UP	ko00240,ko00983,ko01100,map00240,map00983,map01100
HCON_00152910	0.439593766	none	-
HCON_00152930	0.349178076	none	-
HCON_00153090	0.301454435	none	-
HCON_00153100	0.255299005	none	-
HCON_00153170	0.012987312	down	-
HCON_00153190	0.269815692	none	ko05130,map05130
HCON_00153300	0.4090013	none	-
HCON_00153315	0.001196903	UP	-
HCON_00153320	0.104003199	none	-
HCON_00153350	0.430039777	none	-
HCON_00153360	0.353393788	none	ko03050,ko05165,ko05169,ko05203,map03050,map05165,map05169,map05203
HCON_00153370	0.023926024	down	-
HCON_00153460	0.005549573	down	-
HCON_00153470	0.023765973	down	-
HCON_00153480	0.001355328	UP	-
HCON_00153520	0.139668262	none	-
HCON_00153560	0.17281147	none	-
HCON_00153620	0.32683167	none	-
HCON_00153650	0.000488205	none	-
HCON_00153660	0.162390548	none	-
HCON_00153680	0.014631888	down	-
HCON_00153700	0.003061827	down	ko04013,ko04060,ko04341,ko04350,ko04360,ko04390,ko04550,ko04919,ko05200,ko05217,ko05418,map04013,map04060,map04341,map04350,map04360,map04390,map04550,map04919,map05200,map05217,map05418
HCON_00153720	0.051928952	none	-
HCON_00153740	0.023709021	UP	ko04360,ko04666,ko04810,ko05133,map04360,map04666,map04810,map05133
HCON_00153750	0.249214227	none	-
HCON_00153770	0.062393994	none	-
HCON_00153790	0.00288962	UP	-
HCON_00153800	0.002246822	UP	-
HCON_00153820	0.000605449	UP	-
HCON_00153830	0.205037151	none	ko05010,map05010
HCON_00153860	0.40771793	none	-
HCON_00153890	0.001540733	UP	-
HCON_00153910	0.100365582	none	-
HCON_00153920	0.269220665	none	ko04144,map04144
HCON_00153930	0.091891108	none	-
HCON_00153950	0.001751544	down	-
HCON_00154140	0.325538742	none	-
HCON_00154160	0.192895577	none	-
HCON_00154330	0.014820687	UP	ko00562,ko01100,ko04070,map00562,map01100,map04070
HCON_00154335	0.002456695	down	ko00051,ko04152,ko04919,map00051,map04152,map04919
HCON_00154370	0.005640328	down	-
HCON_00154410	0.08821035	none	ko03018,ko03040,map03018,map03040
HCON_00154420	0.05537136	none	-
HCON_00154430	0.002038981	down	ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04530,ko04920,map04068,map04140,map04150,map04151,map04152,map04211,map04530,map04920
HCON_00154440	0.141766265	none	-
HCON_00154460	0.003502404	UP	ko03010,map03010
HCON_00154470	0.202248769	none	-
HCON_00154480	0.024160416	UP	ko00100,ko01100,ko01110,map00100,map01100,map01110
HCON_00154500	0.000171798	UP	-
HCON_00154510	0.330638501	none	ko00900,ko01130,map00900,map01130
HCON_00154520	0.016896263	UP	-
HCON_00154620	0.004010349	UP	-
HCON_00154660	0.016731477	down	ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130
HCON_00154670	0.117498109	none	ko03015,map03015
HCON_00154690	0.072607539	none	ko00520,map00520
HCON_00154730	0.014051885	down	ko04010,ko04013,map04010,map04013
HCON_00154740	0.073239231	none	ko00770,ko01100,map00770,map01100
HCON_00154750	0.037527388	down	-
HCON_00154780	0.132317458	none	ko04060,ko04657,map04060,map04657
HCON_00154800	0.011155418	UP	ko05034,ko05165,ko05203,map05034,map05165,map05203
HCON_00154880	0.01723312	down	-
HCON_00154890	0.479951147	none	-
HCON_00154900	0.018684322	down	ko00052,ko00511,ko00531,ko00600,ko00604,ko01100,ko04142,map00052,map00511,map00531,map00600,map00604,map01100,map04142
HCON_00154920	0.143166307	none	-
HCON_00154990	0.003554254	UP	-
HCON_00155010	0.030657543	none	ko04015,ko04670,map04015,map04670
HCON_00155030	0.006606857	UP	-
HCON_00155040	0.039366622	UP	-
HCON_00155060	0.037954675	none	ko00380,ko01100,ko05143,map00380,map01100,map05143
HCON_00155120	0.316862717	none	-
HCON_00155150	0.006651835	down	-
HCON_00155170	0.079731592	none	-
HCON_00155180	0.098435904	none	-
HCON_00155190	0.116898322	none	-
HCON_00155240	0.290054805	none	-
HCON_00155390	0.169108996	none	-
HCON_00155402	0.029104934	down	-
HCON_00155405	0.035209235	down	-
HCON_00155420	0.019735986	down	ko01522,ko04320,ko04330,ko04390,ko04391,ko04658,ko04919,ko05020,ko05165,ko05200,ko05206,ko05224,map01522,map04320,map04330,map04390,map04391,map04658,map04919,map05020,map05165,map05200,map05206,map05224
HCON_00155432	0.000647594	down	-
HCON_00155510	0.201777452	none	ko04015,ko04022,ko04024,ko04062,ko04071,ko04261,ko04360,ko04371,ko04540,ko04611,ko04670,ko04713,ko04723,ko04724,ko04725,ko04726,ko04727,ko04728,ko04730,ko04914,ko04915,ko04916,ko04921,ko04923,ko04924,ko04926,ko04934,ko04971,ko05012,ko05030,ko05032,ko05034,ko05133,ko05142,ko05145,ko05200,map04015,map04022,map04024,map04062,map04071,map04261,map04360,map04371,map04540,map04611,map04670,map04713,map04723,map04724,map04725,map04726,map04727,map04728,map04730,map04914,map04915,map04916,map04921,map04923,map04924,map04926,map04934,map04971,map05012,map05030,map05032,map05034,map05133,map05142,map05145,map05200
HCON_00155550	0.357197539	none	ko04013,ko05200,ko05223,map04013,map05200,map05223
HCON_00155570	0.0437307	UP	-
HCON_00155575	0.000346979	UP	-
HCON_00155600	0.006427069	UP	-
HCON_00155620	0.050308438	none	ko03010,map03010
HCON_00155640	0.310666296	none	ko03010,map03010
HCON_00155650	0.019254532	none	ko04110,ko04111,map04110,map04111
HCON_00155680	0.145226846	none	-
HCON_00155750	0.497742546	none	-
HCON_00155770	0.005485917	down	-
HCON_00155780	0.010663201	UP	ko05225,map05225
HCON_00155790	0.026128959	UP	ko04310,map04310
HCON_00155795	0.184501985	none	-
HCON_00155800	0.001274869	down	-
HCON_00155860	0.022147442	down	-
HCON_00155870	0.001435261	down	-
HCON_00155880	0.097734236	none	-
HCON_00155900	0.065256487	none	-
HCON_00155910	0.060185018	none	-
HCON_00155920	0.000424376	UP	-
HCON_00155930	0.299368849	none	-
HCON_00155940	0.047485697	none	-
HCON_00155980	0.301152747	none	ko00230,ko01522,ko04015,ko04020,ko04022,ko04024,ko04062,ko04072,ko04114,ko04211,ko04213,ko04261,ko04270,ko04371,ko04540,ko04611,ko04713,ko04714,ko04723,ko04724,ko04725,ko04727,ko04742,ko04750,ko04911,ko04912,ko04913,ko04914,ko04915,ko04916,ko04918,ko04921,ko04922,ko04923,ko04925,ko04926,ko04927,ko04934,ko04970,ko04971,ko04972,ko04976,ko05032,ko05166,ko05200,ko05414,map00230,map01522,map04015,map04020,map04022,map04024,map04062,map04072,map04114,map04211,map04213,map04261,map04270,map04371,map04540,map04611,map04713,map04714,map04723,map04724,map04725,map04727,map04742,map04750,map04911,map04912,map04913,map04914,map04915,map04916,map04918,map04921,map04922,map04923,map04925,map04926,map04927,map04934,map04970,map04971,map04972,map04976,map05032,map05166,map05200,map05414
HCON_00156030	0.005098048	none	ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00710,ko00950,ko00960,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00710,map00950,map00960,map01100,map01110,map01120,map01130,map01200,map01210,map01230
HCON_00156060	0.072190853	none	ko04723,map04723
HCON_00156120	0.07393639	none	-
HCON_00156140	0.060671033	none	-
HCON_00156150	0.00773269	UP	-
HCON_00156170	0.00086024	UP	-
HCON_00156180	0.015233622	down	-
HCON_00156190	0.046129971	UP	ko00510,ko00513,ko01100,map00510,map00513,map01100
HCON_00156230	0.368350811	none	ko00480,ko01100,ko04614,ko04640,map00480,map01100,map04614,map04640
HCON_00156240	0.043328784	UP	ko00480,ko01100,ko04614,ko04640,map00480,map01100,map04614,map04640
HCON_00156270	0.299782361	none	ko00480,ko01100,ko04614,ko04640,map00480,map01100,map04614,map04640
HCON_00156280	0.042863206	none	ko00480,ko01100,ko04614,ko04640,map00480,map01100,map04614,map04640
HCON_00156285	0.494058147	none	ko00480,ko01100,ko04614,ko04640,map00480,map01100,map04614,map04640
HCON_00156420	0.163615022	none	-
HCON_00156580	0.392052784	none	ko04218,map04218
HCON_00156670	0.004355413	down	-
HCON_00156690	0.019157005	UP	ko04011,map04011
HCON_00156700	0.085126615	none	ko03010,map03010
HCON_00156710	0.000117883	UP	-
HCON_00156720	0.198164337	none	-
HCON_00156740	0.104939575	none	-
HCON_00156750	0.065091253	none	-
HCON_00156780	0.048715178	UP	-
HCON_00156790	0.050125478	none	-
HCON_00156795	0.297151786	none	-
HCON_00156810	0.0251485	down	-
HCON_00156820	0.017803737	UP	ko04330,ko04919,ko05166,ko05203,map04330,map04919,map05166,map05203
HCON_00156840	0.226084453	none	-
HCON_00156860	0.016643531	UP	-
HCON_00156890	0.138839578	none	-
HCON_00156900	0.466092982	none	-
HCON_00156950	0.341404567	none	ko03015,map03015
HCON_00156985	0.067866977	none	ko03022,ko05169,ko05203,map03022,map05169,map05203
HCON_00156997	0.000328054	UP	ko00510,ko00513,ko01100,map00510,map00513,map01100
HCON_00157000	0.005253752	UP	ko00514,ko03040,map00514,map03040
HCON_00157010	0.036734913	down	-
HCON_00157020	0.004154604	UP	-
HCON_00157030	0.001049064	UP	-
HCON_00157040	0.021745275	down	-
HCON_00157070	0.124749928	none	ko00140,ko05204,map00140,map05204
HCON_00157130	0.002157016	down	-
HCON_00157160	0.450950704	none	-
HCON_00157170	0.080260853	none	-
HCON_00157190	0.004248967	down	ko00430,ko00460,ko00480,ko00590,ko01100,map00430,map00460,map00480,map00590,map01100
HCON_00157260	0.000974889	UP	-
HCON_00157270	0.061396329	none	ko03010,map03010
HCON_00157275	0.056135235	none	ko04141,map04141
HCON_00157490	0.307047848	none	ko03008,map03008
HCON_00157500	0.000939143	UP	-
HCON_00157510	0.006375557	UP	ko05146,map05146
HCON_00157530	0.00487468	UP	ko03040,ko05168,map03040,map05168
HCON_00157560	0.028834886	down	-
HCON_00157570	0.078853034	none	ko03040,map03040
HCON_00157670	0.28810857	none	ko00790,ko01100,ko04727,map00790,map01100,map04727
HCON_00157680	0.065029621	none	ko03013,ko03015,map03013,map03015
HCON_00157690	0.160002738	none	-
HCON_00157700	0.0000181	UP	-
HCON_00157730	0.078243531	none	ko04010,ko04014,ko04015,ko04151,ko04520,ko04550,ko04714,ko04810,ko05200,ko05205,ko05215,ko05218,ko05224,ko05230,map04010,map04014,map04015,map04151,map04520,map04550,map04714,map04810,map05200,map05205,map05215,map05218,map05224,map05230
HCON_00157750	0.048844489	UP	-
HCON_00157960	0.300644247	none	-
HCON_00158080	0.000936301	UP	-
HCON_00158090	0.239265997	none	ko00513,ko00601,ko01100,map00513,map00601,map01100
HCON_00158145	0.202423861	none	ko04668,ko04912,map04668,map04912
HCON_00158190	0.00064144	down	ko04150,ko04310,ko04390,ko04550,ko04916,ko04934,ko05165,ko05166,ko05200,ko05205,ko05217,ko05224,ko05225,ko05226,map04150,map04310,map04390,map04550,map04916,map04934,map05165,map05166,map05200,map05205,map05217,map05224,map05225,map05226
HCON_00158200	0.240670278	none	-
HCON_00158210	0.007802802	UP	ko03008,ko05205,map03008,map05205
HCON_00158220	0.323718527	none	-
HCON_00158240	0.000155893	UP	-
HCON_00158250	0.012275162	UP	-
HCON_00158260	0.331482876	none	-
HCON_00158270	0.000453203	UP	-
